application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
12718415,2010-03-05,Utility,"PHILOGENE, PEDRO",3733,606,092000,4788.0,11000361-ORTHO-340,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-08-12,ELECTRONIC,,US20100160923A1,2010-06-24,,,7972340,2011-07-05,SYSTEMS AND METHODS FOR INJECTING FLOWABLE MATERIALS INTO BONES,UNDISCOUNTED,false,US20100160923A1-20100624,2010-06-09,2010-06-24,,,A61B1756,A61B1756,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61B,2010
12718863,2010-03-05,Utility,"LAVINDER, JACK W",3677,63,023000,5794.0,480111.388121,Patented Case,2014-07-02,ELECTRONIC,,US20100162591A1,2010-07-01,,,8782814,2014-07-22,SYSTEM AND METHOD FOR SECURING ACCESSORIES TO CLOTHING,UNDISCOUNTED,false,US20100162591A1-20100701,2010-06-16,2010-07-01,,,A43B2300,A43B2300,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A43B,2010
12718937,2010-03-05,Utility,"PRENTY, MARK V",2822,257,099000,5987.0,6655-0123PUS2,Patented Case,2010-12-22,ELECTRONIC,,US20100155765A1,2010-06-24,,,7868348,2011-01-11,LIGHT EMITTING DEVICE HAVING VERTICAL STRUCTURE AND METHOD FOR MANUFACTURING THE SAME,UNDISCOUNTED,false,US20100155765A1-20100624,2010-06-09,2010-06-24,,,H01L3300,H01L3300,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2010
12719053,2010-03-08,Utility,"LE, DUNG ANH",2818,219,13700R,6339.0,201990.05707,Patented Case,2012-09-05,ELECTRONIC,,US20100224610A1,2010-09-09,,,8274013,2012-09-25,SYSTEM FOR TRACKING AND ANALYZING WELDING ACTIVITY,UNDISCOUNTED,false,US20100224610A1-20100909,2010-08-25,2010-09-09,,,B23K906,B23K906,False,0,ACCEPTED,ACCEPTED,1,B23K,2010
12719310,2010-03-08,Utility,"NGUYEN, MAIKHANH",2176,715,205000,6838.0,12233-0088002,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-19,ELECTRONIC,,US20100169168A1,2010-07-01,,,8266515,2012-09-11,CATEGORIZATION OF SUMMARIZED INFORMATION,UNDISCOUNTED,false,US20100169168A1-20100701,2010-06-16,2010-07-01,,,G06Q1000,"G06Q1000, G06F1730, G06Q4000, G06N502",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06Q,2010
12719409,2010-03-08,Utility,"BANNAN, JULIE A",2885,362,431000,7042.0,WISER-00101,Patented Case,2014-05-07,ELECTRONIC,,US20100232148A1,2010-09-16,,,8733963,2014-05-27,PORTABLE SOLAR LIGHT TOWER,MICRO,false,US20100232148A1-20100916,2010-09-01,2010-09-16,,,F21L400,F21L400,False,0,ACCEPTED,ACCEPTED,4,F21L,2010
12719483,2010-03-08,Utility,"NGUYEN, PHUNG",2681,340,539320,7185.0,PTB-5894-4,Patented Case,2014-10-08,ELECTRONIC,,US20100164715A1,2010-07-01,,,8872655,2014-10-28,"SYSTEM, METHOD AND NETWORK FOR MONITORING OF LOCATION OF ITEMS",SMALL,false,US20100164715A1-20100701,2010-06-16,2010-07-01,,,G08B108,G08B108,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G08B,2010
12719736,2010-03-08,Utility,"HORN, ROBERT WAYNE",2832,84,421000,7631.0,RM01-38U,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-12-16,ELECTRONIC,,US20100154617A1,2010-06-24,,,8053655,2011-11-08,CARRIER ASSEMBLY FOR PERCUSSION INSTRUMENTS,SMALL,false,US20100154617A1-20100624,2010-06-09,2010-06-24,,,G10D1302,G10D1302,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G10D,2010
12719943,2010-03-09,Utility,"ROSENBAUM, MARK",3725,241,300000,8070.0,CASA-PT013.1,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-08-19,ELECTRONIC,,US20100308139A1,2010-12-09,,,7975941,2011-07-12,SHREDDER HEAD HAVING MOTOR DRIVEN SHREDDER BLADES AND AN ASSOCIATED SAFETY FEATURE AND/OR A METHOD OF SHREDDING MATERIAL,SMALL,false,US20100308139A1-20101209,2010-11-23,2010-12-09,,,B02C1900,"B02C1900, B02C2500",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B02C,2010
12719996,2010-03-09,Utility,"WILKENS, JANET MARIE",3637,108,060000,8184.0,027076.083648,Patented Case,2011-02-09,ELECTRONIC,,US20100224105A1,2010-09-09,,,7895954,2011-03-01,"PORTABLE, NESTING VOTING BOOTH",SMALL,false,US20100224105A1-20100909,2010-08-25,2010-09-09,,,A47B702,"A47B702, A47B3700",False,0,ACCEPTED,ACCEPTED,2,A47B,2010
12720257,2010-03-09,Utility,"NGUYEN, PHUNG",2612,340,542000,8674.0,FFC -071012 P1,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-07-08,ELECTRONIC,,US20100154495A1,2010-06-24,,,7952477,2011-05-31,DOOR LOCK ASSEMBLY,SMALL,false,US20100154495A1-20100624,2010-06-09,2010-06-24,,,E05B4706,"E05B4706, E05B1720",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,E05B,2010
12720368,2010-03-09,Utility,"GARCIA, JOANNIE A",2895,438,455000,8922.0,ZP146-0003-US-08,Patented Case,2010-12-28,ELECTRONIC,,US20100163169A1,2010-07-01,,,7871898,2011-01-18,METHOD FOR LOW TEMPERATURE BONDING AND BONDED STRUCTURE,UNDISCOUNTED,false,US20100163169A1-20100701,2010-06-16,2010-07-01,,,B32B3810,B32B3810,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,B32B,2010
12720518,2010-03-09,Utility,"LAURITZEN, AMANDA L",3737,600,407000,9236.0,4368-002.4,Patented Case,2014-06-25,ELECTRONIC,,US20120230566A1,2012-09-13,,,8781557,2014-07-15,PRODUCING A THREE DIMENSIONAL MODEL OF AN IMPLANT,SMALL,false,US20120230566A1-20120913,2012-08-29,2012-09-13,,,G06K900,G06K900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06K,2010
12720549,2010-03-09,Utility,"TRAN, THIEN F",2895,257,072000,9299.0,069804-0316,Patented Case,2011-08-03,ELECTRONIC,,US20100165162A1,2010-07-01,,,8004026,2011-08-23,SOLID-STATE IMAGING DEVICE,UNDISCOUNTED,false,US20100165162A1-20100701,2010-06-16,2010-07-01,,,H04N5335,H04N5335,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04N,2010
12720857,2010-03-10,Utility,"APPLE, KIRSTEN SACHWITZ",3694,705,038000,9954.0,8223-1710120(CC-0006US04),Patented Case,2012-02-29,ELECTRONIC,,US20100169215A1,2010-07-01,,,8140429,2012-03-20,UNIVERSAL MERCHANT PLATFORM FOR PAYMENT AUTHENTICATION,UNDISCOUNTED,false,US20100169215A1-20100701,2010-06-16,2010-07-01,,,G06Q2000,"G06Q2000, G06Q4000, G06F2120, G06F1516",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,G06Q,2010
12720862,2010-03-10,Utility,"LY, NGHI H",2617,455,424000,9965.0,088245-1520,Patented Case,2011-04-13,ELECTRONIC,,US20100167735A1,2010-07-01,,,7937081,2011-05-03,RECOVERY TECHNIQUES IN MOBILE NETWORKS,UNDISCOUNTED,false,US20100167735A1-20100701,2010-06-16,2010-07-01,,,H04W7202,"H04W7202, H04W4000, H04W6000",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04W,2010
12721252,2010-03-10,Utility,"TREAT, WILLIAM M",2181,712,229000,1752.0,1192.003.CIP,Patented Case,2012-03-07,ELECTRONIC,,US20100287357A1,2010-11-11,,,8145879,2012-03-27,COMPUTER MEMORY ARCHITECTURE FOR HYBRID SERIAL AND PARALLEL COMPUTING SYSTEMS,SMALL,false,US20100287357A1-20101111,2010-10-27,2010-11-11,,,G06F1576,"G06F1576, G06F1200",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12722006,2010-03-11,Utility,"NGUYEN, QUANG N",2441,370,260000,2240.0,35393-65065CON1,Patented Case,2011-04-27,ELECTRONIC,,US20100172271A1,2010-07-08,,,7945624,2011-05-17,WIRELESS COMMUNICATIONS CONNECTION DEVICE,SMALL,false,US20100172271A1-20100708,2010-06-23,2010-07-08,,,H04W400,H04W400,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04W,2010
12722327,2010-03-11,Utility,"LE, HUNG D",2161,707,770000,2884.0,106842051100,Patented Case,2012-02-29,ELECTRONIC,,US20110225178A1,2011-09-15,,,8140570,2012-03-20,AUTOMATIC DISCOVERY OF METADATA,UNDISCOUNTED,false,US20110225178A1-20110915,2011-08-31,2011-09-15,,,G06F710,"G06F710, G06F1730",False,0,ACCEPTED,ACCEPTED,1,G06F,2010
12723355,2010-03-12,Utility,"HAYES, BRET C",3641,124,076000,5065.0,09-129-T,Patented Case,2012-08-08,ELECTRONIC,,US20110220088A1,2011-09-15,,,8251051,2012-08-28,BUG KILLING GUN,SMALL,false,US20110220088A1-20110915,2011-08-31,2011-09-15,,,A01M2700,"A01M2700, A01M502, F41B1102, F41B1106",False,0,ACCEPTED,ACCEPTED,2,A01M,2010
12723414,2010-03-12,Utility,"CHARLES, MARCUS",3656,384,428000,5201.0,10-163,Patented Case,2013-10-23,ELECTRONIC,,US20110222803A1,2011-09-15,,,8579510,2013-11-12,ROTATABLE BAR PIN BUSHING ASSEMBLY,UNDISCOUNTED,false,US20110222803A1-20110915,2011-08-31,2011-09-15,,,F16C3304,"F16C3304, B21D5388",False,0,ACCEPTED,ACCEPTED,1,F16C,2010
12723750,2010-03-15,Utility,"HONG, HARRY S",2614,379,204010,6020.0,UN-NP-CC-164,Application Involved in Court Proceedings,2019-08-14,ELECTRONIC,,US20100165888A1,2010-07-01,,,7853000,2010-12-14,SYSTEM AND METHOD FOR INITIATING A CONFERENCE CALL,SMALL,false,US20100165888A1-20100701,2010-06-16,2010-07-01,,,H04L1216,"H04L1216, H04L1266",False,1,CONT-ACCEPTED,CONT-ACCEPTED,20,H04L,2010
12724039,2010-03-15,Utility,"SEMBER, THOMAS M",2885,362,607000,6539.0,GLOLP0108USAI-2,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-07-29,ELECTRONIC,,US20100172151A1,2010-07-08,,,7963687,2011-06-21,LIGHT EMITTING PANEL ASSEMBLIES,UNDISCOUNTED,false,US20100172151A1-20100708,2010-06-23,2010-07-08,,,F21V722,F21V722,False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,F21V,2010
12724074,2010-03-15,Utility,"HAYES, BRET C",3641,42,090000,6607.0,27078-0031,Patented Case,2013-03-13,ELECTRONIC,,US20110219657A1,2011-09-15,,,8407923,2013-04-02,SYSTEMS AND METHODS FOR ASSOCIATING AN ACCESSORY WITH A FIREARM,SMALL,false,US20110219657A1-20110915,2011-08-31,2011-09-15,,,F41C2700,"F41C2700, B23P1100",False,0,ACCEPTED,ACCEPTED,1,F41C,2010
12724194,2010-03-15,Utility,"SNELTING, JONATHAN D",3652,414,331020,6841.0,23758-0036003,Application Involved in Court Proceedings,2016-07-19,ELECTRONIC,,US20100174405A1,2010-07-08,,,8197172,2012-06-12,AUTOMATED MATERIAL HANDLING SYSTEM FOR SEMICONDUCTOR MANUFACTURING BASED ON A COMBINATION OF VERTICAL CAROUSELS AND OVERHEAD HOISTS,UNDISCOUNTED,false,US20100174405A1-20100708,2010-06-23,2010-07-08,,,H01L21677,"H01L21677, G06F1700",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2010
12724353,2010-03-15,Utility,"BASICHAS, ALFRED",3743,126,020000,7125.0,ZR990-17035,Patented Case,2011-06-08,ELECTRONIC,,US20100170503A1,2010-07-08,,,7967007,2011-06-28,HEATER CONFIGURED TO OPERATE WITH A FIRST OR SECOND FUEL,UNDISCOUNTED,false,US20100170503A1-20100708,2010-06-23,2010-07-08,,,F24C300,F24C300,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,F24C,2010
12725180,2010-03-16,Utility,"MARTINELL, JAMES",1634,435,006000,8703.0,19603/4675,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-04-01,ELECTRONIC,,US20100173790A1,2010-07-08,,,7892746,2011-02-22,DETECTION OF NUCLEIC ACID SEQUENCE DIFFERENCES USING THE LIGASE DETECTION REACTION WITH ADDRESSABLE ARRAYS,UNDISCOUNTED,false,US20100173790A1-20100708,2010-06-23,2010-07-08,,,C12Q168,"C12Q168, C40B3000",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C12Q,2010
12725230,2010-03-16,Utility,"MARTINELL, JAMES",1634,536,023100,8801.0,19603/3359,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-04-01,ELECTRONIC,,US20100173802A1,2010-07-08,,,7893233,2011-02-22,DETECTION OF NUCLEIC ACID SEQUENCE DIFFERENCES USING THE LIGASE DETECTION REACTION WITH ADDRESSABLE ARRAYS,UNDISCOUNTED,false,US20100173802A1-20100708,2010-06-23,2010-07-08,,,C40B4006,"C40B4006, C40B6012",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C40B,2010
12725248,2010-03-16,Utility,"MARTINELL, JAMES",1634,435,006000,8844.0,19603/4676,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-04-01,ELECTRONIC,,US20100173787A1,2010-07-08,,,7892747,2011-02-22,DETECTION OF NUCLEIC ACID SEQUENCE DIFFERENCES USING THE LIGASE DETECTION REACTION WITH ADDRESSABLE ARRAYS,UNDISCOUNTED,false,US20100173787A1-20100708,2010-06-23,2010-07-08,,,C40B2004,C40B2004,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C40B,2010
12725442,2010-03-16,Utility,"DANIEL, JAMAL D",3723,269,287000,9207.0,77776US003,Patented Case,2014-01-22,ELECTRONIC,,US20100229347A1,2010-09-16,,,8646768,2014-02-11,Quick Spin Holder For Tools And Accessories,UNDISCOUNTED,false,US20100229347A1-20100916,2010-09-01,2010-09-16,,,A45F514,A45F514,False,0,ACCEPTED,ACCEPTED,1,A45F,2010
12726332,2010-03-17,Utility,"MIZRAHI, DIANE D",2645,707,204000,1019.0,60297-0016,Patented Case,2013-11-13,ELECTRONIC,,US20100185584A1,2010-07-22,,,8600363,2013-12-03,SYNCHRONIZATION IN UNIFIED MESSAGING SYSTEMS,UNDISCOUNTED,false,US20100185584A1-20100722,2010-07-08,2010-07-22,,,G06F1730,G06F1730,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12726405,2010-03-18,Utility,"JEAN, FRANTZ B",2454,709,201000,1216.0,2558.100US4,Patented Case,2012-10-03,ELECTRONIC,,US20100174756A1,2010-07-08,,,8296351,2012-10-23,SYSTEM AND METHOD FOR PUSHING INFORMATION TO A MOBILE DEVICE,UNDISCOUNTED,false,US20100174756A1-20100708,2010-06-23,2010-07-08,,,G06F1516,"G06F1516, G06F1730",False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,G06F,2010
12726634,2010-03-18,Utility,"GRANO, ERNESTO ARTURIO",3788,206,521100,1662.0,077410.1261,Patented Case,2014-01-15,ELECTRONIC,,US20110226656A1,2011-09-22,,,8640872,2014-02-04,EGG CONTAINER WITH STACK-SPACING SYSTEM,UNDISCOUNTED,false,US20110226656A1-20110922,2011-09-07,2011-09-22,,,B65D8102,B65D8102,False,0,ACCEPTED,ACCEPTED,2,B65D,2010
12726993,2010-03-18,Utility,"TRIEU, VAN THANH",2612,340,905000,2355.0,500393,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-12-02,ELECTRONIC,,US20100189498A1,2010-07-29,,,8044823,2011-10-25,SYSTEMS AND METHOD FOR MONITORING AND CONTROLLING A VEHICLE TRAVEL SURFACE,SMALL,false,US20100189498A1-20100729,2010-07-14,2010-07-29,,,E01C1100,"E01C1100, E01C1900",False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,E01C,2010
12727058,2010-03-18,Utility,"AKBASLI, ALP A",3635,52,232000,2470.0,16-04-7837,Patented Case,2010-09-29,ELECTRONIC,,US20100170171A1,2010-07-08,,,7814718,2010-10-19,HEAD-OF-WALL FIREBLOCKS,UNDISCOUNTED,false,US20100170171A1-20100708,2010-06-23,2010-07-08,,,E04B194,"E04B194, E04C307",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,E04B,2010
12727061,2010-03-18,Utility,"CROUCH, DEBORAH",1632,435,325000,2476.0,20-1382-US-CON,Patented Case,2012-05-02,ELECTRONIC,,US20110028537A1,2011-02-03,,,8183038,2012-05-22,"COMPOSITION COMPRISING RECOMBINANT NUCLEIC ACID ENCODING SOX2, OCT-4, NANOG AND LIN28",UNDISCOUNTED,false,US20110028537A1-20110203,2011-01-19,2011-02-03,,,A61K4800,"A61K4800, C07H2104, C12N1563, C12N700, C12N510, A61P2516, A61P2500, A61P310",False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,A61K,2010
12727081,2010-03-18,Utility,"AKBASLI, ALP A",3635,52,232000,2507.0,16-04-7837,Patented Case,2012-03-21,ELECTRONIC,,US20100186325A1,2010-07-29,,,8151526,2012-04-10,HEAD-OF-WALL FIREBLOCK SYSTEMS AND RELATED WALL ASSEMBLIES,UNDISCOUNTED,false,US20100186325A1-20100729,2010-07-14,2010-07-29,,,E04B194,E04B194,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,E04B,2010
12727111,2010-03-18,Utility,"BUCKLE JR, JAMES J",3633,52,232000,2562.0,16-04-7837,Patented Case,2010-12-22,ELECTRONIC,,US20100170172A1,2010-07-08,,,7866108,2011-01-11,HEAD-OF-WALL FIREBLOCK SYSTEMS AND RELATED WALL ASSEMBLIES,UNDISCOUNTED,false,US20100170172A1-20100708,2010-06-23,2010-07-08,,,E04B194,"E04B194, E04C307, E04C220",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,E04B,2010
12727347,2010-03-19,Utility,"STARK, JARRETT J",2823,219,121680,3085.0,LIT01-P301,Patented Case,2012-10-24,ELECTRONIC,,US20110174789A1,2011-07-21,,,8309881,2012-11-13,PORTABLE ENGRAVING SYSTEM,SMALL,false,US20110174789A1-20110721,2011-07-06,2011-07-21,,,B23K2600,"B23K2600, B26D300",False,0,ACCEPTED,ACCEPTED,1,B23K,2010
12727537,2010-03-19,Utility,"CAMBY, RICHARD M",3661,701,029000,3463.0,706047,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2015-10-05,ELECTRONIC,,US20100286865A1,2010-11-11,,,8014917,2011-09-06,APPARATUS FOR TRACKING AND RECORDING VITAL SIGNS AND TASK-RELATED INFORMATION OF A VEHICLE TO IDENTIFY OPERATING PATTERNS,UNDISCOUNTED,false,US20100286865A1-20101111,2010-10-27,2010-11-11,,,G06F700,G06F700,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12727577,2010-03-19,Utility,"BOYER, RANDY",1797,208,306000,3547.0,DROUGHTON-01-C,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-02-18,ELECTRONIC,,US20100176032A1,2010-07-15,,,7867382,2011-01-11,PROCESSING UNCONVENTIONAL AND OPPORTUNITY CRUDE OILS USING ONE OR MORE MESOPORE STRUCTURED MATERIALS,MICRO,false,US20100176032A1-20100715,2010-06-29,2010-07-15,,,C10G2900,"C10G2900, C10G2503",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,C10G,2010
12727726,2010-03-19,Utility,"STEPHAN, BETH A",3633,52,058000,3845.0,1000-00500,Patented Case,2012-03-21,ELECTRONIC,,US20100307074A1,2010-12-09,,,8153700,2012-04-10,ROOFING SYSTEM AND METHOD,SMALL,false,US20100307074A1-20101209,2010-11-23,2010-12-09,,,E04B138,"E04B138, E04B168, F16B1700",False,0,ACCEPTED,ACCEPTED,2,E04B,2010
12727963,2010-03-19,Utility,"SELLS, JAMES D",1745,156,358000,4338.0,66544-0058,Patented Case,2013-03-27,ELECTRONIC,,US20110076079A1,2011-03-31,,,8418739,2013-04-16,HEAT SEAL MACHINE WITH OPEN THROAT,UNDISCOUNTED,false,US20110076079A1-20110331,2011-03-16,2011-03-31,,,B41J1144,"B41J1144, B30B1506, B30B1514",False,0,ACCEPTED,ACCEPTED,4,B41J,2010
12728055,2010-03-19,Utility,"ROGERS, DAVID A",2856,73,053010,4545.0,144074-2041,Patented Case,2013-05-22,ELECTRONIC,,US20100188236A1,2010-07-29,,,8459100,2013-06-11,IN-SITU WATER ANALYSIS METHOD AND SYSTEM,UNDISCOUNTED,false,US20100188236A1-20100729,2010-07-14,2010-07-29,,,G08B2100,"G08B2100, G01N3100, G06F1900",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G08B,2010
12728085,2010-03-19,Utility,"WILLIAMS, CLAYTON R",2457,709,206000,4611.0,111255-175428,Patented Case,2012-10-03,ELECTRONIC,,US20100235457A1,2010-09-16,,,8296378,2012-10-23,ADAPTIVE ELECTRONIC MESSAGING,SMALL,false,US20100235457A1-20100916,2010-09-01,2010-09-16,,,G06F1516,"G06F1516, G06N502",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12728098,2010-03-19,Utility,"LEWIS, LISA C",2495,726,026000,4639.0,07451.0036-02000,Patented Case,2014-12-17,ELECTRONIC,,US20100223672A1,2010-09-02,,,8931106,2015-01-06,Systems and Methods for Managing and Protecting Electronic Content and Applications,UNDISCOUNTED,false,US20100223672A1-20100902,2010-08-18,2010-09-02,,,G06F2124,G06F2124,False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,G06F,2010
12728941,2010-03-22,Utility,"WILSON, LEE D",3727,269,037000,6266.0,36293,Patented Case,2012-10-03,ELECTRONIC,,US20100171252A1,2010-07-08,,,8292278,2012-10-23,AUTOMATIC TRUSS JIG SETTING SYSTEM,UNDISCOUNTED,false,US20100171252A1-20100708,2010-06-23,2010-07-08,,,B27F715,"B27F715, B30B302",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,B27F,2010
12729466,2010-03-23,Utility,"STREGE, JOHN B",2665,382,286000,7266.0,SF101,Patented Case,2013-01-09,ELECTRONIC,,US20100241945A1,2010-09-23,,,8363888,2013-01-29,PROACTIVE CREATION OF PHOTOBOOKS,UNDISCOUNTED,false,US20100241945A1-20100923,2010-09-08,2010-09-23,,,G06F1700,"G06F1700, G06F1516",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2010
12729910,2010-03-23,Utility,"SZEWCZYK, CYNTHIA",1741,131,058000,8116.0,N1096/20007,Patented Case,2011-10-26,ELECTRONIC,,US20100212677A1,2010-08-26,,,8056566,2011-11-15,SMOKING ARTICLE WITH REMOVABLY SECURED ADDITIONAL WRAPPER AND PACKAGING FOR SMOKING ARTICLE,SMALL,false,US20100212677A1-20100826,2010-08-11,2010-08-26,,,A24C126,A24C126,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A24C,2010
12730856,2010-03-24,Utility,"ULANDAY, MEGHAN K",2875,362,328000,9970.0,P2745USC1,Patented Case,2011-02-16,ELECTRONIC,,US20100220485A1,2010-09-02,,,7901113,2011-03-08,SIDE ILLUMINATION LENS AND LUMINESCENT DEVICE USING THE SAME,UNDISCOUNTED,false,US20100220485A1-20100902,2010-08-18,2010-09-02,,,F21V1304,F21V1304,True,1,CONT-ACCEPTED,CONT-ACCEPTED,2,F21V,2010
12730911,2010-03-24,Utility,"KOSTAK, VICTOR R",2422,348,441000,1083.0,BU34590D1 050227-2900,Patented Case,2011-11-09,ELECTRONIC,,US20100177823A1,2010-07-15,,,8068171,2011-11-29,HIGH SPEED FOR DIGITAL VIDEO,UNDISCOUNTED,false,US20100177823A1-20100715,2010-06-29,2010-07-15,,,H04N732,H04N732,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,H04N,2010
12732288,2010-03-26,Utility,"CLEMENTE, ROBERT ARTHUR",1776,96,101000,2826.0,20100024-01,Patented Case,2012-09-12,ELECTRONIC,,US20110232366A1,2011-09-29,,,8277544,2012-10-02,THERMAL MODULATION DEVICE FOR TWO DIMENSIONAL GAS CHROMATOGRAPHY,UNDISCOUNTED,false,US20110232366A1-20110929,2011-09-14,2011-09-29,,,G01N3002,G01N3002,False,0,ACCEPTED,ACCEPTED,1,G01N,2010
12732534,2010-03-26,Utility,"MCPARTLIN, SARAH BURNHAM",3636,297,180120,3339.0,1139-052C2,Patented Case,2010-07-28,ELECTRONIC,,US20100176627A1,2010-07-15,,,7775602,2010-08-17,AUTOMOTIVE VEHICLE SEAT INSERT,UNDISCOUNTED,false,US20100176627A1-20100715,2010-06-29,2010-07-15,,,B60N256,"B60N256, A47C774",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B60N,2010
12732761,2010-03-26,Utility,"COLE, MONIQUE T",1773,436,140000,3805.0,07039-0565002 / 2004-244,Patented Case,2011-02-16,ELECTRONIC,,US20100178707A1,2010-07-15,,,7901944,2011-03-08,VITAMIN D DEFICIENCIES,UNDISCOUNTED,false,US20100178707A1-20100715,2010-06-29,2010-07-15,,,G01N3350,G01N3350,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G01N,2010
12733356,2010-02-23,Utility,"RAMIREZ, RAMON O",3632,248,346010,4425.0,"210,719",Patented Case,2012-03-21,ELECTRONIC,,US20100207004A1,2010-08-19,,,8152129,2012-04-10,PLINTHS CONSTRUCTED OF PLASTIC MATERIAL,SMALL,false,US20100207004A1-20100819,2010-08-04,2010-08-19,,,F16M1300,F16M1300,True,0,ACCEPTED,ACCEPTED,1,F16M,2010
12734183,2010-04-15,Utility,"KUMAR, SHAILENDRA",1621,560,169000,6609.0,EG286035985US,Patented Case,2012-12-18,ELECTRONIC,,US20110269986A1,2011-11-03,,,8350077,2013-01-08,"AMIDES OF CREATNE, METHOD OF THEIR PREPARATION, AND REMEDY POSSESSING A NEUROPROTECTIVE ACTIVITY",SMALL,false,US20110269986A1-20111103,2011-10-19,2011-11-03,,,C07C22926,"C07C22926, C07C23720, C07C23100, C07C22714",False,0,ACCEPTED,ACCEPTED,7,C07C,2010
12734656,2010-05-14,Utility,"MIDKIFF, ANASTASIA",2882,378,039000,1446.0,374948-000007,Patented Case,2012-10-10,ELECTRONIC,,US20100246755A1,2010-09-30,,,8300762,2012-10-30,X-RAY CT IMAGING APPARATUS,UNDISCOUNTED,false,US20100246755A1-20100930,2010-09-16,2010-09-30,,,A61B603,A61B603,True,0,ACCEPTED,ACCEPTED,3,A61B,2010
12735212,2010-09-27,Utility,"AVILES BOSQUES, ORLANDO E",3744,62,068000,5881.0,FISHER-GG-PCT-US,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-05,ELECTRONIC,,US20110020515A1,2011-01-27,,,8151577,2012-04-10,FROZEN BEVERAGE DEVICE,SMALL,false,US20110020515A1-20110127,2011-01-12,2011-01-27,,,A23G922,"A23G922, A23L200, F25D306, A47G2304",True,0,ACCEPTED,ACCEPTED,1,A23G,2010
